counter,dt,ax,ay,az,gx,gy,gz
15364,0.02,-8046,2637,4885,4,5,0
15620,0.02,-8036,2618,4899,4,6,1
15876,0.02,-8038,2674,4880,4,5,1
16134,0.02015625,-8036,2691,4914,4,5,0
16389,0.019921875000000002,-8022,2729,4903,4,6,1
16646,0.020078125,-7997,2760,4914,4,5,1
16903,0.020078125,-7993,2794,4909,5,6,1
17157,0.01984375,-8017,2801,4882,4,5,1
17413,0.02,-7989,2837,4849,4,6,2
17667,0.01984375,-7967,2874,4893,4,5,1
17924,0.020078125,-7981,2867,4873,4,5,1
18180,0.02,-7969,2908,4902,4,5,1
18435,0.019921875000000002,-7972,2935,4914,5,6,1
18689,0.01984375,-7908,2917,4883,5,5,1
18943,0.01984375,-7933,2980,4886,4,5,1
19200,0.020078125,-7935,3018,4900,5,5,0
19458,0.02015625,-7914,3073,4909,4,5,1
19713,0.019921875000000002,-7925,3076,4887,4,5,1
19971,0.02015625,-7906,3055,4895,3,5,1
20227,0.02,-7877,3122,4899,5,5,1
20482,0.019921875000000002,-7882,3147,4889,5,5,2
20738,0.02,-7857,3157,4898,4,5,1
20995,0.020078125,-7867,3178,4865,5,4,1
21253,0.02015625,-7836,3221,4863,4,5,1
21509,0.02,-7816,3222,4859,5,5,0
21764,0.019921875000000002,-7828,3278,4871,6,5,1
22021,0.020078125,-7834,3286,4888,4,6,1
22277,0.02,-7813,3325,4917,5,4,1
22532,0.019921875000000002,-7823,3349,4865,4,5,1
22788,0.02,-7789,3384,4901,5,4,2
23044,0.02,-7786,3413,4920,5,6,-1
23298,0.01984375,-7767,3428,4904,4,5,0
23552,0.01984375,-7747,3409,4907,5,5,1
23809,0.020078125,-7746,3466,4873,5,4,0
24063,0.01984375,-7733,3484,4894,4,6,1
24319,0.02,-7717,3515,4905,5,5,1
24576,0.020078125,-7737,3511,4889,5,5,1
24831,0.019921875000000002,-7690,3544,4890,4,5,0
25086,0.019921875000000002,-7682,3566,4884,5,5,0
25344,0.02015625,-7686,3590,4864,5,5,1
25598,0.01984375,-7656,3637,4886,4,5,0
25855,0.020078125,-7666,3664,4888,6,4,1
26109,0.01984375,-7664,3681,4884,5,5,1
26367,0.02015625,-7637,3691,4880,5,5,1
26623,0.02,-7623,3733,4864,5,5,1
26877,0.01984375,-7588,3759,4874,5,5,1
27134,0.020078125,-7604,3795,4897,5,4,1
27388,0.01984375,-7596,3814,4892,4,5,1
27643,0.019921875000000002,-7563,3837,4860,6,5,0
27899,0.02,-7572,3864,4900,5,5,0
28156,0.020078125,-7564,3854,4876,6,6,1
28412,0.02,-7546,3906,4897,4,4,2
28670,0.02015625,-7540,3923,4890,5,4,1
28926,0.02,-7503,3988,4888,5,6,1
29181,0.019921875000000002,-7519,3986,4906,5,5,0
29436,0.019921875000000002,-7488,4026,4871,5,5,0
29694,0.02015625,-7471,4038,4896,5,4,1
29951,0.020078125,-7470,4083,4918,6,4,1
30205,0.01984375,-7437,4091,4884,6,5,1
30462,0.020078125,-7460,4114,4886,5,5,1
30718,0.02,-7425,4140,4887,4,5,0
30973,0.019921875000000002,-7431,4137,4894,5,4,1
31227,0.01984375,-7381,4170,4887,6,5,1
31485,0.02015625,-7427,4227,4899,6,4,0
31739,0.01984375,-7372,4220,4899,6,5,1
31997,0.02015625,-7351,4245,4885,6,5,1
32251,0.01984375,-7349,4240,4887,5,5,0
32507,0.02,-7333,4281,4870,6,4,1
32761,0.01984375,-7305,4334,4902,5,5,1
33017,0.02,-7300,4316,4882,6,4,2
33275,0.02015625,-7294,4369,4907,5,5,1
33531,0.02,-7301,4387,4902,5,5,0
33787,0.02,-7291,4427,4903,5,5,1
34041,0.01984375,-7264,4428,4893,6,4,1
34299,0.02015625,-7242,4468,4890,5,5,1
34554,0.019921875000000002,-7228,4462,4879,6,5,1
34810,0.02,-7202,4540,4879,5,4,0
35068,0.02015625,-7211,4534,4909,6,5,2
35325,0.020078125,-7187,4531,4906,5,4,1
35582,0.020078125,-7170,4576,4872,6,5,1
35836,0.01984375,-7166,4584,4878,6,5,0
36092,0.02,-7173,4632,4876,6,4,0
36348,0.02,-7123,4684,4901,6,5,0
36602,0.01984375,-7128,4635,4916,6,5,1
36857,0.019921875000000002,-7120,4692,4917,6,4,0
37115,0.02015625,-7061,4717,4864,5,4,1
37373,0.02015625,-7064,4734,4902,6,5,1
37631,0.02015625,-7007,4756,4876,5,4,0
37889,0.02015625,-7033,4759,4892,5,4,1
38147,0.02015625,-6988,4794,4888,5,4,0
38401,0.01984375,-6996,4826,4924,6,4,1
38659,0.02015625,-7005,4868,4865,5,4,1
38916,0.020078125,-6959,4899,4898,6,5,0
39174,0.02015625,-6990,4908,4875,6,4,1
39431,0.020078125,-6934,4936,4893,6,4,1
39685,0.01984375,-6935,4986,4893,6,4,1
39941,0.02,-6906,4980,4893,6,5,1
40198,0.020078125,-6903,5005,4877,6,4,0
40452,0.01984375,-6874,4999,4883,6,4,1
40708,0.02,-6872,5035,4884,6,5,0
40965,0.020078125,-6858,5052,4897,5,4,1
41221,0.02,-6823,5086,4873,6,5,0
41478,0.020078125,-6825,5103,4885,7,4,1
41732,0.01984375,-6819,5133,4903,6,4,0
41987,0.019921875000000002,-6809,5163,4882,5,5,0
42245,0.02015625,-6780,5194,4888,6,3,0
42501,0.02,-6763,5197,4895,6,4,0
42755,0.01984375,-6737,5216,4920,6,4,1
43009,0.01984375,-6733,5242,4891,6,3,1
43265,0.02,-6691,5258,4903,7,4,0
43523,0.02015625,-6693,5297,4898,7,4,1
43777,0.01984375,-6681,5300,4908,5,4,1
44031,0.01984375,-6683,5333,4880,6,5,1
44286,0.019921875000000002,-6638,5350,4888,7,4,0
44541,0.019921875000000002,-6651,5374,4890,6,4,1
44795,0.01984375,-6605,5394,4882,7,4,1
45050,0.019921875000000002,-6604,5426,4887,7,5,0
45307,0.020078125,-6624,5446,4886,6,4,1
45565,0.02015625,-6544,5454,4910,7,4,1
45820,0.019921875000000002,-6538,5485,4906,6,4,1
46077,0.020078125,-6535,5477,4879,6,4,1
46335,0.02015625,-6533,5507,4886,7,4,1
46589,0.01984375,-6516,5544,4889,6,4,1
46847,0.02015625,-6493,5545,4910,6,4,1
47101,0.01984375,-6461,5574,4904,7,4,0
47358,0.020078125,-6424,5595,4880,6,4,1
47615,0.020078125,-6430,5633,4893,6,3,1
47873,0.02015625,-6410,5621,4904,6,5,0
48129,0.02,-6394,5652,4877,6,5,1
48386,0.020078125,-6386,5656,4865,6,3,1
48640,0.01984375,-6391,5703,4907,7,3,0
48896,0.02,-6352,5727,4873,7,4,1
49154,0.02015625,-6297,5745,4897,6,3,0
49408,0.01984375,-6271,5775,4896,6,4,0
49662,0.01984375,-6309,5778,4921,8,3,0
49919,0.020078125,-6292,5808,4894,7,4,1
50175,0.02,-6241,5817,4900,6,4,1
50431,0.02,-6231,5860,4868,6,3,0
50686,0.019921875000000002,-6220,5862,4911,7,4,1
50940,0.01984375,-6204,5890,4903,7,3,0
51197,0.020078125,-6203,5903,4857,8,4,0
51452,0.019921875000000002,-6176,5944,4875,6,3,1
51709,0.020078125,-6132,5966,4908,7,4,0
51965,0.02,-6150,5958,4880,7,3,1
52220,0.019921875000000002,-6095,6014,4866,6,3,1
52475,0.019921875000000002,-6089,5997,4903,7,3,0
52732,0.020078125,-6063,6024,4888,7,4,1
52987,0.019921875000000002,-6033,6068,4899,7,4,1
53245,0.02015625,-5991,6072,4903,7,3,1
53501,0.02,-6007,6095,4910,7,3,1
53759,0.02015625,-6012,6131,4884,7,4,1
54015,0.02,-5975,6114,4878,8,3,1
54271,0.02,-5934,6139,4899,7,3,1
54527,0.02,-5927,6157,4888,7,4,0
54783,0.02,-5909,6180,4883,7,4,1
55039,0.02,-5895,6220,4912,7,3,1
55297,0.02015625,-5871,6210,4869,6,3,1
55554,0.020078125,-5877,6257,4895,8,3,0
55808,0.01984375,-5833,6271,4884,6,3,0
56062,0.01984375,-5804,6274,4919,6,3,2
56316,0.01984375,-5815,6296,4887,7,3,0
56573,0.020078125,-5784,6325,4890,7,4,1
56828,0.019921875000000002,-5778,6317,4879,7,3,1
57083,0.019921875000000002,-5748,6341,4907,7,3,0
57341,0.02015625,-5732,6389,4882,8,2,1
57595,0.01984375,-5706,6419,4876,8,4,0
57849,0.01984375,-5689,6413,4871,7,4,1
58103,0.01984375,-5666,6431,4902,8,3,2
58358,0.019921875000000002,-5625,6458,4881,7,3,1
58612,0.01984375,-5651,6474,4913,8,3,0
58869,0.020078125,-5600,6482,4900,8,4,0
59126,0.020078125,-5581,6497,4892,8,3,1
59380,0.01984375,-5558,6519,4890,6,4,1
59636,0.02,-5537,6549,4875,7,4,1
59891,0.019921875000000002,-5533,6555,4910,8,2,2
60145,0.01984375,-5489,6573,4876,8,3,0
60401,0.02,-5487,6640,4894,7,2,2
60658,0.020078125,-5451,6632,4898,8,2,1
60913,0.019921875000000002,-5439,6649,4899,7,3,0
61170,0.020078125,-5457,6659,4888,7,3,1
61428,0.02015625,-5394,6693,4902,8,3,0
61682,0.01984375,-5367,6645,4885,7,2,1
61936,0.01984375,-5333,6716,4884,7,2,1
62191,0.019921875000000002,-5344,6687,4896,8,3,1
62449,0.02015625,-5325,6764,4894,8,2,1
62703,0.01984375,-5321,6744,4876,7,3,0
62959,0.02,-5267,6791,4894,8,3,1
63215,0.02,-5246,6813,4885,7,2,1
63469,0.01984375,-5219,6795,4863,7,3,1
63723,0.01984375,-5213,6812,4910,8,3,1
63977,0.01984375,-5186,6844,4881,8,3,1
64231,0.01984375,-5167,6839,4883,7,3,1
64487,0.02,-5169,6854,4863,6,3,2
64745,0.02015625,-5104,6873,4897,7,2,0
65000,0.019921875000000002,-5113,6901,4899,8,2,1
65255,0.019921875000000002,-5105,6901,4873,8,2,0
65510,0.019921875000000002,-5068,6919,4920,7,3,1
232,0.02015625,-5060,6955,4904,8,3,0
490,0.02015625,-5016,6963,4901,8,3,1
747,0.020078125,-4993,6997,4918,8,3,1
1003,0.02,-4989,6983,4903,8,2,1
1257,0.01984375,-4938,6995,4911,6,2,2
1515,0.02015625,-4943,7037,4907,7,2,1
1769,0.01984375,-4889,7033,4890,7,2,1
2023,0.01984375,-4894,7059,4888,8,2,0
2280,0.020078125,-4877,7078,4885,8,2,1
2534,0.01984375,-4853,7132,4928,7,2,0
2788,0.01984375,-4814,7109,4900,9,2,1
3044,0.02,-4800,7122,4912,7,3,1
3298,0.01984375,-4793,7130,4882,8,1,1
3553,0.019921875000000002,-4771,7174,4903,8,2,1
3810,0.020078125,-4719,7165,4886,7,2,1
4064,0.01984375,-4716,7212,4912,9,2,1
4321,0.020078125,-4717,7219,4898,8,2,1
4575,0.01984375,-4672,7226,4886,9,3,0
4832,0.020078125,-4642,7196,4907,7,2,0
5086,0.01984375,-4634,7267,4869,8,2,2
5343,0.020078125,-4602,7251,4890,9,2,0
5600,0.020078125,-4590,7281,4889,7,2,1
5857,0.020078125,-4569,7297,4899,9,2,1
6112,0.019921875000000002,-4550,7310,4897,8,2,1
6367,0.019921875000000002,-4531,7329,4908,8,3,1
6625,0.02015625,-4498,7313,4892,8,3,1
6882,0.020078125,-4456,7340,4896,9,2,1
7136,0.01984375,-4440,7377,4893,8,3,1
7390,0.01984375,-4423,7381,4898,8,2,1
7645,0.019921875000000002,-4417,7380,4899,7,2,1
7902,0.020078125,-4375,7446,4869,9,2,1
8157,0.019921875000000002,-4381,7445,4899,8,1,1
8415,0.02015625,-4324,7441,4916,9,2,2
8671,0.02,-4313,7459,4900,8,1,1
8929,0.02015625,-4311,7497,4922,9,2,0
9187,0.02015625,-4278,7516,4888,7,2,2
9443,0.02,-4220,7516,4916,8,1,1
9701,0.02015625,-4213,7512,4896,8,1,2
9957,0.02,-4171,7528,4903,8,2,2
10211,0.01984375,-4199,7549,4907,8,3,2
10466,0.019921875000000002,-4156,7566,4900,8,2,1
10722,0.02,-4126,7556,4892,8,1,1
10980,0.02015625,-4100,7597,4886,8,2,1
11238,0.02015625,-4082,7593,4916,9,2,1
11492,0.01984375,-4072,7638,4912,8,2,1
11746,0.01984375,-4015,7645,4886,9,2,2
12002,0.02,-4024,7657,4900,8,2,1
12258,0.02,-4005,7653,4914,8,1,1
12515,0.020078125,-3965,7665,4916,8,1,1
12770,0.019921875000000002,-3939,7691,4919,9,2,1
13028,0.02015625,-3940,7694,4884,8,3,1
13284,0.02,-3908,7706,4892,8,3,1
13539,0.019921875000000002,-3866,7707,4895,9,2,-1
13795,0.02,-3811,7728,4905,9,2,1
14053,0.02015625,-3830,7720,4904,9,1,0
14308,0.019921875000000002,-3781,7744,4894,8,1,0
14564,0.02,-3784,7766,4904,9,2,2
14822,0.02015625,-3738,7773,4891,8,2,1
15076,0.01984375,-3719,7786,4912,9,2,1
15332,0.02,-3717,7787,4891,9,2,0
15589,0.020078125,-3688,7815,4887,9,1,0
15847,0.02015625,-3655,7830,4888,8,1,0
16101,0.01984375,-3657,7813,4895,8,1,2
16358,0.020078125,-3629,7843,4933,9,1,1
16616,0.02015625,-3577,7885,4893,8,0,1
16871,0.019921875000000002,-3581,7864,4888,9,1,1
17128,0.020078125,-3560,7885,4883,8,2,1
17384,0.02,-3513,7942,4888,9,0,1
17641,0.020078125,-3507,7910,4903,8,2,1
17896,0.019921875000000002,-3458,7929,4880,8,1,1
18150,0.01984375,-3417,7925,4897,8,1,1
18408,0.02015625,-3418,7938,4910,8,1,1
18663,0.019921875000000002,-3435,7942,4885,9,1,1
18917,0.01984375,-3366,7953,4896,9,1,1
19175,0.02015625,-3356,7956,4903,9,0,1
19433,0.02015625,-3305,7998,4907,9,2,1
19690,0.020078125,-3307,7972,4929,10,0,0
19946,0.02,-3272,8024,4883,8,2,1
20201,0.019921875000000002,-3236,8013,4910,8,0,1
20458,0.020078125,-3252,8022,4898,9,1,0
20715,0.020078125,-3221,8039,4899,8,1,1
20971,0.02,-3175,8015,4913,8,1,0
21228,0.020078125,-3150,8075,4911,9,1,1
21484,0.02,-3146,8063,4900,9,1,1
21742,0.02015625,-3091,8096,4902,9,0,0
21999,0.020078125,-3104,8100,4914,9,0,1
22254,0.019921875000000002,-3046,8120,4929,9,1,1
22511,0.020078125,-3024,8103,4902,8,1,0
22766,0.019921875000000002,-2979,8127,4925,8,2,0
23021,0.019921875000000002,-2988,8119,4924,9,1,0
23279,0.02015625,-2966,8155,4916,9,1,-1
23535,0.02,-2939,8154,4899,9,0,1
23789,0.01984375,-2888,8165,4895,9,0,1
24044,0.019921875000000002,-2908,8143,4900,10,0,0
24302,0.02015625,-2841,8202,4908,9,0,1
24559,0.020078125,-2818,8175,4916,8,1,1
24817,0.02015625,-2798,8170,4890,9,0,1
25073,0.02,-2782,8203,4885,9,1,1
25327,0.01984375,-2758,8208,4913,9,0,2
25581,0.01984375,-2733,8238,4888,9,1,1
25835,0.01984375,-2712,8201,4896,9,0,1
26092,0.020078125,-2690,8236,4888,9,0,0
26349,0.020078125,-2653,8234,4886,9,0,0
26605,0.02,-2627,8270,4894,10,0,1
26862,0.020078125,-2577,8272,4885,8,1,0
27118,0.02,-2552,8267,4908,8,0,0
27375,0.020078125,-2538,8284,4913,9,0,1
27632,0.020078125,-2532,8307,4905,9,0,1
27888,0.02,-2515,8283,4922,9,-1,1
28145,0.020078125,-2474,8294,4889,9,-1,0
28400,0.019921875000000002,-2438,8339,4915,9,1,0
28657,0.020078125,-2410,8330,4894,9,0,1
28915,0.02015625,-2416,8336,4901,10,0,1
29170,0.019921875000000002,-2355,8337,4919,9,0,0
29427,0.020078125,-2352,8367,4888,9,0,0
29681,0.01984375,-2342,8346,4939,9,0,0
29936,0.019921875000000002,-2268,8358,4898,10,0,0
30193,0.020078125,-2279,8387,4908,8,-1,0
30448,0.019921875000000002,-2253,8346,4891,9,0,2
30703,0.019921875000000002,-2213,8382,4916,9,0,1
30958,0.019921875000000002,-2181,8433,4922,8,0,0
31212,0.01984375,-2151,8378,4892,9,0,1
31469,0.020078125,-2119,8411,4911,9,0,1
31723,0.01984375,-2107,8411,4932,9,0,1
31978,0.019921875000000002,-2081,8407,4914,9,1,1
32233,0.019921875000000002,-2063,8437,4913,10,0,1
32491,0.02015625,-2030,8434,4896,9,0,1
32749,0.02015625,-2003,8434,4921,9,0,1
33003,0.01984375,-1958,8452,4902,9,0,1
33257,0.01984375,-1931,8462,4896,10,0,0
33514,0.020078125,-1937,8482,4937,10,0,1
33769,0.019921875000000002,-1890,8471,4918,9,-1,1
34026,0.020078125,-1851,8469,4905,9,-1,0
34284,0.02015625,-1829,8471,4910,9,0,1
34538,0.01984375,-1824,8466,4905,9,0,1
34796,0.02015625,-1791,8501,4909,9,-1,2
35050,0.01984375,-1773,8499,4919,9,0,1
35305,0.019921875000000002,-1756,8508,4886,10,0,1
35561,0.02,-1742,8496,4931,11,0,1
35819,0.02015625,-1682,8500,4925,9,-1,0
36075,0.02,-1649,8518,4912,9,-1,0
36329,0.01984375,-1647,8503,4903,9,0,1
36584,0.019921875000000002,-1631,8525,4939,9,0,1
36841,0.020078125,-1569,8539,4905,9,-1,1
37097,0.02,-1579,8559,4927,9,-1,1
37351,0.01984375,-1551,8517,4901,9,-1,1
37607,0.02,-1490,8563,4910,8,0,1
37863,0.02,-1474,8584,4899,8,-1,1
38117,0.01984375,-1454,8542,4891,9,-1,1
38372,0.019921875000000002,-1434,8556,4901,9,-1,1
38630,0.02015625,-1399,8569,4897,9,-1,2
38887,0.020078125,-1396,8568,4914,9,0,1
39141,0.01984375,-1353,8591,4940,10,-1,1
39395,0.01984375,-1322,8586,4900,10,-1,1
39650,0.019921875000000002,-1316,8589,4884,9,-1,1
39906,0.02,-1242,8601,4935,10,0,2
40162,0.02,-1255,8584,4923,9,-1,1
40419,0.020078125,-1227,8625,4897,10,-1,0
40673,0.01984375,-1204,8595,4922,9,-1,0
40927,0.01984375,-1130,8610,4921,9,-1,2
41184,0.020078125,-1167,8617,4895,9,-1,0
41442,0.02015625,-1111,8578,4909,9,-2,2
41696,0.01984375,-1094,8616,4905,9,0,2
41951,0.019921875000000002,-1048,8640,4940,9,0,1
42208,0.020078125,-1030,8632,4887,9,-2,0
42462,0.01984375,-1003,8614,4914,9,-1,0
42720,0.02015625,-966,8632,4921,9,-1,1
42975,0.019921875000000002,-939,8625,4906,9,-2,0
43231,0.02,-929,8650,4903,9,-1,1
43486,0.019921875000000002,-909,8635,4902,9,-1,1
43743,0.020078125,-873,8666,4935,8,-1,1
43997,0.01984375,-854,8654,4889,10,-1,0
44251,0.01984375,-829,8627,4911,9,-2,1
44507,0.02,-775,8655,4911,9,-1,0
44765,0.02015625,-777,8653,4919,9,-1,0
45022,0.020078125,-731,8660,4954,9,-1,2
45279,0.020078125,-711,8662,4901,10,-2,1
45535,0.02,-695,8662,4895,10,-2,0
45789,0.01984375,-642,8660,4921,10,-1,0
46045,0.02,-624,8668,4911,9,-2,1
46303,0.02015625,-628,8668,4919,10,-2,2
46560,0.020078125,-567,8667,4900,9,-1,0
46817,0.020078125,-537,8666,4903,9,-2,1
47072,0.019921875000000002,-513,8680,4919,9,-2,1
47328,0.02,-499,8693,4926,9,-1,1
47585,0.020078125,-471,8677,4924,9,-1,2
47842,0.020078125,-435,8706,4894,9,-2,1
48100,0.02015625,-425,8660,4935,10,-1,1
48357,0.020078125,-392,8673,4919,10,-2,1
48612,0.019921875000000002,-352,8705,4905,9,-2,1
48867,0.019921875000000002,-325,8677,4934,9,-1,1
49124,0.020078125,-317,8698,4913,8,-2,1
49382,0.02015625,-312,8690,4887,9,-2,1
49640,0.02015625,-268,8691,4907,9,-2,0
49897,0.020078125,-231,8697,4916,10,-2,1
50153,0.02,-215,8679,4929,9,-2,1
50411,0.02015625,-197,8668,4912,10,-2,2
50669,0.02015625,-144,8703,4947,9,-2,1
50923,0.01984375,-105,8696,4910,10,-2,1
51178,0.019921875000000002,-96,8694,4928,9,-2,1
51433,0.019921875000000002,-32,8699,4911,9,-1,1
51689,0.02,-60,8702,4929,10,-2,1
51944,0.019921875000000002,-18,8702,4926,10,-2,0
52199,0.019921875000000002,3,8709,4893,8,-2,2
52453,0.01984375,13,8699,4914,9,-2,0
52707,0.01984375,42,8693,4918,9,-2,1
52963,0.02,79,8702,4919,6,-3,0
